productid,imageid,prdtypecode,file_size_kb
4061580051,1283474449,2582,6.66796875
51682129,527005551,1160,53.7841796875
4167084578,1306788289,2522,18.4189453125
435259521,1007803746,2280,34.51953125
1193823750,1068424981,2705,18.513671875
3929900654,1265217440,2583,18.654296875
2416206000,1140599718,1160,45.3291015625
47406062,326468233,2583,34.3408203125
3931773725,1265567577,1560,12.9287109375
2757712417,1205708201,2583,12.1279296875
3098363730,1191058656,2280,18.923828125
2940640115,1174591514,2583,7.697265625
294180391,987344763,1140,17.796875
338125974,998973920,2403,30.5390625
1774320135,1101523293,1560,16.453125
1706096547,1099697539,1140,14.068359375
436164909,1008228773,1940,7.4404296875
4195572903,1312831794,1280,22.4375
4037445357,1278836900,1920,37.51953125
4186470465,1311209702,1300,48.78125
1518921,1255994917,10,38.1318359375
2494082733,1145366468,1302,22.2294921875
3992769211,1273618355,1920,30.2373046875
3992387084,1273027826,1920,30.9189453125
5917078,197327630,2280,45.0439453125
3672388993,1232965971,2403,26.9384765625
3794183896,1246433338,1300,18.1298828125
57692213,1064012787,1160,21.9404296875
4006497907,1275589851,1281,52.9833984375
150813864,995643008,2280,31.716796875
343309099,999569766,2403,8.9423828125
74550598,845625684,2280,35.5126953125
4061596360,1283656780,2582,16.7900390625
3893204344,1260369919,1300,45.1435546875
4057766261,1282857874,1560,56.302734375
3860766177,1254204973,1302,11.064453125
4006428129,1275448823,1280,33.392578125
1978507110,1117993158,2582,6.6484375
1892729277,1109663117,1920,11.4443359375
3810735199,1247483034,1560,13.1083984375
2899059377,1170709093,1320,28.2021484375
3850028965,1252594966,1300,36.802734375
2724076417,1185806246,1302,18.5185546875
847065827,1043078893,2585,13.154296875
142370342,895476727,2403,20.6005859375
262246428,971481937,2522,9.306640625
1414869563,1079155986,2583,15.2158203125
294489933,987674388,1140,16.048828125
3303139153,1205280985,1320,16.482421875
4173400957,1307928776,2060,18.6328125
4074816378,1286528555,1560,11.6982421875
585796661,1028597322,2220,9.44921875
4184608457,1310874124,50,22.4560546875
4063760665,1285088871,1920,50.8193359375
2419046439,1140756153,2522,11.740234375
344846054,1062301888,2705,18.173828125
3915396717,1263379799,2060,61.033203125
4102123035,1308121039,1301,4.0029296875
1165832190,1066417678,1320,10.5732421875
269653841,973608048,2583,13.9267578125
178984766,926659324,2280,40.5966796875
112780399,868997628,1280,53.0791015625
230150484,1274648148,10,35.2421875
1548295046,1089837379,1180,30.810546875
3953862653,1269042568,2060,38.341796875
87590826,895086636,10,38.96484375
597503829,1030420645,1280,30.314453125
1630486145,1095513902,50,29.220703125
3976916098,1271434640,1280,33.2666015625
5722587,844459276,2280,19.9091796875
294339269,987568575,1140,16.4638671875
3561546263,1221338242,2905,29.7412109375
283447636,980618702,40,51.453125
4231775362,1322838954,1920,34.994140625
210690956,948095138,1320,20.1357421875
2527236590,1146981030,2905,18.306640625
4006491409,1275518223,1281,17.4228515625
1318381665,1073193314,1560,28.4306640625
2556834094,1149823848,1180,52.935546875
439168182,1008764248,10,13.5810546875
435013236,1007498356,2280,32.0068359375
4042189314,1279909995,1560,7.150390625
278681119,1115476204,2705,10.798828125
1173353235,1066930729,2583,42.1708984375
3898721357,1261407192,1301,24.26171875
1600143662,1124352836,10,66.83203125
3913711555,1263036823,2462,25.921875
3962600088,1269770797,2582,24.0859375
114857342,1024019950,2280,32.318359375
4150449573,1301076960,2060,7.5
4217911314,1318278416,1920,43.6943359375
3848654756,1252374945,2905,23.037109375
3399885099,1211445176,2582,9.9609375
3160169806,1194474269,2583,11.8994140625
152000322,906907988,2582,26.6328125
4061624466,1283885422,2582,26.853515625
3555559647,1222044874,1300,11.7353515625
3814293304,1248250267,2060,37.7646484375
1118849568,1121264902,2583,36.349609375
3819979387,1249534584,2583,6.47265625
510786294,1018392615,2522,6.666015625
1970886474,1117356769,1280,15.470703125
266631848,972843491,1160,40.0283203125
4231807268,1323316418,1920,25.5693359375
1342442713,1075332620,1302,31.7119140625
208300126,1108069099,2522,25.9873046875
1711732052,1100084501,2905,22.1162109375
2675087223,1156654301,2585,9.1328125
4167094685,1306877699,2522,18.03125
4092905845,1290306925,1300,10.3583984375
3502750691,1217994166,1320,8.822265625
219363590,956225385,1180,17.0419921875
3796145766,1245980321,1560,46.0048828125
2313282275,1135788729,2705,7.1630859375
4057547218,1282559938,1300,26.966796875
107577925,865305881,1140,13.0751953125
3658869591,1232270438,2060,27.1396484375
4214659033,1319648428,1280,23.3671875
107759765,889393954,1281,59.783203125
4024035232,1277425480,1560,38.23046875
3887924428,1258934900,2583,11.921875
1268933756,1070460635,2403,4.1640625
254779985,968728053,1180,25.5947265625
4061608104,1283740780,2582,17.2958984375
1706100284,1099706747,1140,19.0341796875
3268315687,1203051076,2403,39.291015625
4193922690,1312263390,1920,36.1767578125
4140721452,1299645170,10,53.9951171875
1967365996,1190251078,2583,29.8779296875
436061491,1008137688,2280,23.478515625
4042587776,1279997859,1300,29.0517578125
3850328757,1252627910,2583,45.3310546875
3942398513,1267327312,1560,23.6640625
4006530696,1275686920,1281,41.7412109375
1835023274,1109120097,50,37.658203125
4231789068,1323257385,1920,13.5400390625
440566963,1009269342,2280,15.18359375
362186582,1001024058,10,38.4638671875
3992627851,1273377171,1920,34.572265625
3898720651,1261402597,1301,23.8955078125
3992793695,1273760072,1920,16.2587890625
3835558086,1252182091,2585,24.0205078125
2887023742,1190252795,2583,42.6650390625
2001503810,1119653184,1940,20.3310546875
3844056092,1251595601,2060,28.25390625
4160155145,1303908188,1140,9.015625
57695485,696434930,1160,24.2744140625
102706358,862632914,2522,14.8037109375
4208557236,1316195447,2462,47.8359375
1101195535,1270030845,2705,19.5908203125
4195559103,1312680263,1280,20.185546875
4164673219,1305150330,2522,23.8564453125
4182217848,1310089522,1560,31.12109375
3929890064,1265207190,2583,30.7353515625
435861699,1008038944,2280,32.7734375
138461572,891726003,40,22.72265625
1623908784,1094814621,1160,42.4052734375
4202304730,1314557288,2585,51.1845703125
46587594,310690727,2280,37.1005859375
4000743967,1274843087,10,32.97265625
4058896018,1284206572,1920,32.314453125
3080149890,1189472219,50,6.0888671875
207258161,941678415,2583,8.1220703125
432562368,1066914049,1300,14.8798828125
3529225038,1219696345,2705,11.9482421875
3249392496,1201814696,1280,13.98828125
3727586507,1238294976,1300,11.48046875
4214354220,1319411778,2583,13.607421875
320873766,996995846,1160,54.748046875
589264638,1028888712,1160,42.484375
2206142079,1131511964,40,32.9775390625
3898719785,1261394799,1301,3.5498046875
116536396,871672159,1280,34.0986328125
235070827,961787749,40,50.3720703125
3893329360,1260313112,2583,5.4140625
1383349,412270030,2280,19.3681640625
4215175452,1317869810,1280,22.8173828125
115484508,876201930,10,17.8544921875
1173298099,1067339113,1300,31.3486328125
1267333576,1070320043,2522,13.0576171875
569747330,1027030501,2280,30.96484375
2134907700,1128009731,2583,5.138671875
1337646844,1074711766,2582,34.5283203125
3859485114,1253963290,2583,24.390625
1527107327,1087917459,1140,16.224609375
47728315,332677984,2280,47.71875
4166642841,1305766385,2522,25.0810546875
3756667080,1241417139,1140,15.9345703125
516407043,1019341486,1281,22.2919921875
1598071022,1093173334,2585,11.4296875
262169965,971433753,2522,24.4765625
129115654,884021835,2403,26.98046875
4160952990,1304140258,2522,18.7607421875
106883014,906114401,2280,30.443359375
4164674416,1305170462,2522,14.7919921875
3229197414,1199392993,1560,8.3798828125
2844430404,1167835321,1140,15.4013671875
3147986242,1291773782,10,54.8837890625
2806659897,1165759930,2403,45.341796875
170808098,922170730,2583,4.7197265625
2766012614,1163590355,2705,14.412109375
822973507,1041261308,1160,48.1298828125
3464800726,1214966647,50,20.1572265625
2103358410,1126369979,1280,32.9658203125
570726422,1027355881,2280,27.2138671875
265939171,978862306,2583,47.3798828125
4113738891,1292914442,1560,21.4951171875
1998121627,1119407231,2583,9.5966796875
2076183131,1124370034,2583,24.9658203125
1186775,922317,40,48.7197265625
4214354254,1319412457,2583,17.0146484375
3936362849,1268741141,2583,73.6220703125
3287287854,1204247448,1281,42.7763671875
101737742,862213115,1160,46.220703125
62076960,781435542,2280,22.908203125
70746351,836220979,1140,12.52734375
792102100,1039238524,1560,7.4130859375
292824226,986679234,1160,50.75390625
4122565140,1294489297,1300,41.58984375
3490642827,1217283007,1300,32.0576171875
4231367225,1323260851,1280,20.6708984375
4010220738,1275986051,1302,29.53125
2722000537,1159952939,2522,6.4638671875
3990637823,1273834555,1140,30.1630859375
3711402373,1236688285,2462,43.080078125
575885762,1027753450,2522,4.859375
3523103798,1225665127,2583,8.013671875
4017685034,1285873585,1300,27.2587890625
3789643422,1245240956,1280,38.3154296875
2101676737,1126248696,1560,5.7353515625
2940638401,1174584715,2583,20.1220703125
1940510707,1306737278,1140,16.9169921875
1905526178,1111029187,1280,6.306640625
3485240553,1217150502,1180,43.072265625
4174233619,1308073800,1280,26.955078125
4181953001,1310048655,1300,33.240234375
4108911010,1292419397,1560,11.8017578125
4232373569,1324179755,2220,19.794921875
4054324754,1282185942,1302,18.9443359375
4232485249,1323017168,1140,11.55078125
3929868038,1265216524,2585,25.9384765625
535234,893747449,10,44.384765625
1683485456,1098545485,1300,23.8486328125
146885241,901570017,2403,34.8173828125
3855209862,1253164362,2585,21.736328125
4155420935,1302530625,2522,33.546875
143674271,1061454555,10,44.6640625
4061633789,1283939354,2582,39.8759765625
3889139415,1259499154,50,28.216796875
2103224371,1186229304,1301,41.3427734375
3748045060,1240570078,2060,23.9296875
3929898807,1265221969,2583,5.412109375
4221650454,1320980450,2582,25.3369140625
4007156560,1275642876,1281,40.9384765625
120396027,874754959,40,44.4501953125
4231806148,1323056957,1920,30.5234375
3196259432,1196820114,1281,38.3857421875
526419284,1021235559,1281,16.7041015625
3893197954,1260349753,1300,22.486328125
3908644284,1262582870,1300,17.498046875
3122734853,1192166380,1320,15.716796875
87914089,854982158,1160,8.0888671875
3050424885,1187503562,1320,54.166015625
3962599893,1269770331,2582,28.0732421875
2660100442,1155782094,2583,28.125
3898718575,1261387172,1301,3.5498046875
4061617550,1283826285,2582,32.642578125
3923955111,1264137908,2583,26.1494140625
4214998846,1319770791,2583,17.7490234375
3876188863,1256969172,2522,25.09375
1100406975,1269629999,2705,13.41796875
3414349037,1211983937,2583,7.068359375
1834709076,1104476304,2403,26.26953125
465230954,1013440994,2522,9.544921875
3950607291,1268391343,1302,10.7666015625
4160987002,1304172196,2522,18.490234375
1511251,77378530,40,51.689453125
2920940589,1172791600,2583,27.7177734375
1384054164,1283271211,2280,46.4169921875
126377874,881910922,1160,15.814453125
1562597785,1090754430,1301,14.6240234375
186638827,931806660,1320,12.6005859375
3819980430,1249535045,2583,6.4287109375
261004213,970955240,50,3.0009765625
4146735009,1300458886,1920,33.453125
109723546,866833385,1140,12.404296875
4003974139,1275404401,1920,31.541015625
1427991039,1079797286,2583,16.8125
4151268422,1301667737,1560,29.92578125
2916877803,1172207688,10,21.2509765625
3773730250,1243392632,2582,61.3623046875
3120416790,1192018386,2583,14.8837890625
4090388578,1289891679,1320,30.4775390625
1892637966,1302299517,1920,10.4150390625
1818729771,1103862956,1160,44.5615234375
4058378057,1283062875,1920,21.6884765625
4174342237,1308096000,1920,32.533203125
584679210,1127172070,2280,31.484375
3942440220,1267279405,1300,52.087890625
4167078706,1306553693,2522,13.1865234375
3195344480,1196636643,1920,19.4609375
3365989511,1208961417,2522,17.2431640625
3813210694,1247726982,2060,29.7998046875
296442135,989314503,2522,5.5302734375
3727588010,1238298811,1300,33.3984375
736053620,1046253538,2522,6.791015625
3893244165,1260354358,1302,14.0908203125
285710487,982123646,2403,40.5517578125
1048337785,1054770179,2522,33.677734375
3893203856,1260364667,1300,58.4912109375
435288560,1007884012,40,56.9052734375
5653972,183731630,1160,72.0283203125
4151001119,1301623196,1280,12.1875
1544958,23750430,40,52.3974609375
793844361,1039390837,1160,25.7919921875
111377957,868120351,1140,30.841796875
242239197,962974751,40,58.2890625
1711734749,1100070224,2905,32.927734375
2116234184,1127261103,1280,8.94140625
1395204093,1102369928,1140,6.50390625
579274610,1028040653,2522,12.517578125
3913593207,1268743601,2583,5.9794921875
1544227453,1088797672,1160,54.580078125
2330021928,1136420804,2403,65.1943359375
287674136,983728333,2462,40.376953125
131502088,885729008,1280,38.1796875
3867015382,1255310162,1280,24.150390625
2977765051,1177652961,2582,20.3994140625
3230470137,1199513702,2462,28.279296875
4072292324,1286038081,1302,20.1142578125
1379211564,1077880003,1320,20.388671875
4056001974,1282294376,1940,30.021484375
4250627515,1328263399,1280,14.568359375
2190828422,1131203876,1160,22.21484375
3340469163,1207854693,50,33.58984375
4184551792,1310962592,1280,42.197265625
4182254572,1310545960,1560,29.7666015625
282713479,979815162,2522,20.015625
1926715056,1113061705,2583,31.0458984375
3881732691,1258316554,2522,28.1298828125
3604831232,1227034091,2060,12.61328125
1069014,982271,40,47.9248046875
3925416177,1264350330,60,15.6201171875
4155421186,1302532860,2522,48.56640625
228544852,958598410,1160,51.3173828125
122458835,1318317332,2583,41.9169921875
4236297465,1324191174,1302,23.6689453125
745271674,1038112269,2280,52.94921875
293626987,1144924227,2705,15.5625
439680885,1008939379,10,11.3525390625
2155623593,1212014978,2583,17.494140625
87580169,894889891,10,38.8681640625
3821565979,1249758760,2583,43.2880859375
3274259479,1203345325,1920,62.505859375
3836734650,1250919205,1280,49.2939453125
4057555171,1282583868,1300,16.6611328125
3902210437,1261977779,2583,9.453125
3492545059,1217265301,2403,43.2265625
127848847,888780227,1160,44.2529296875
4006497520,1275582939,1281,49.185546875
3246502893,1211700511,40,34.037109375
131435134,978860573,1302,58.6279296875
3454643377,1213866545,40,39.91796875
303353370,995256014,2403,28.201171875
3779508853,1244137211,2583,9.37109375
3782771585,1244326301,2583,21.2119140625
3898717111,1261379936,1301,36.2822265625
3477293328,1216082455,1560,25.0654296875
4139509457,1298908410,1280,33.0771484375
4172855140,1307885727,1560,52.7333984375
4157459710,1303091099,1300,14.1884765625
4130473796,1296429225,2585,42.0400390625
1151313289,1065436425,2403,36.392578125
1713956925,1100160760,1160,13.22265625
1595324333,1094539696,2585,10.0830078125
3935507045,1265897553,2582,13.130859375
1892606228,1144402584,2583,6.931640625
3582305255,1223585620,1560,15.6455078125
101643159,862163807,1160,48.7734375
4600827,148205630,1160,20.7998046875
4177821915,1308732956,1560,27.7646484375
132497285,887355551,1281,16.849609375
4184608218,1310872203,50,25.0751953125
3159640524,1199522022,1940,32.23046875
4213250866,1317519193,2060,58.5068359375
184023930,930118857,2403,32.576171875
4197515891,1313384856,1560,15.1630859375
3756592147,1241405462,1140,6.482421875
3781438905,1244824486,1300,38.130859375
509741879,1043865038,1280,30.033203125
4229497117,1321860670,2582,8.5400390625
3521201461,1224495901,1300,18.5947265625
61051385,753398736,40,41.021484375
570713798,1027335412,2280,29.884765625
570625718,1027247497,2280,35.51953125
2229415379,1132599002,50,22.177734375
2918979746,1172518325,1140,16.8408203125
304025928,1082868178,2705,17.0810546875
1688779061,1098895290,1280,25.4873046875
4177815521,1308781774,1560,45.2138671875
3657924278,1232191692,1920,16.4296875
4240471041,1325146241,1302,24.3974609375
287557089,1006857671,10,27.205078125
176693504,925211275,1300,37.068359375
314654412,997177389,2280,20.0849609375
4127720571,1295915941,1920,62.1259765625
290502694,985265232,2522,4.0166015625
2317983755,1136031606,2403,43.9873046875
3384547814,1211054348,1160,39.5078125
180669896,927603476,1301,7.2333984375
1616366169,1094405484,1160,39.466796875
4114172715,1292835842,2583,47.7275390625
3494065296,1217414912,2583,7.0830078125
4111994400,1298651622,40,9.48046875
4045078219,1280515737,1280,43.0869140625
3680221573,1234390607,1320,20.3466796875
3515188118,1218641450,1302,17.66796875
3470016876,1215344687,1280,21.119140625
3861647900,1254432259,1560,5.611328125
2920721836,1172800290,2582,22.7138671875
3850328425,1252627443,2583,48.84765625
80370954,937384147,1280,29.9013671875
275477266,976144272,1160,47.3564453125
1684141387,1237108090,1560,12.7890625
570660653,1027330123,2280,43.6611328125
4206701920,1315708816,2462,21.3310546875
435260362,1007803682,2280,34.251953125
3900607133,1261860160,2220,25.7958984375
3853156747,1264228385,1560,16.3427734375
227681201,958386965,2462,26.390625
284328798,981307595,1160,47.2822265625
3099141054,1190933053,1140,22.494140625
3951006963,1268432470,1280,28.875
860235388,1044441224,2705,18.4072265625
2115143347,1127123480,1940,31.8994140625
4061578296,1283444441,2582,13.9609375
3992520793,1273136462,1920,32.75
3470155462,1215436393,1140,37.9716796875
2889428840,1225887163,2583,16.8984375
3819984730,1249536635,2583,7.1513671875
198635251,937624700,1140,47.982421875
3484904679,1216751677,2583,12.158203125
4002577225,1274953462,2403,38.291015625
4017664890,1285833243,1300,17.298828125
1869200828,1107660369,2583,27.7158203125
277077385,976947956,1280,32.787109375
3900374165,1261460417,2582,37.62109375
4111926098,1298459954,40,11.1201171875
182303885,928811731,2280,55.87890625
1507562602,1086050521,2583,23.7841796875
4181956742,1310064956,1300,43.8857421875
4218258632,1318899433,2060,50.63671875
2033310520,1124023040,2522,28.322265625
1668488565,1097204577,1160,25.279296875
143048453,897606118,1280,19.4140625
3940227614,1266881136,1300,13.1474609375
4151258773,1301429244,1560,13.7490234375
3785187512,1244540614,2583,18.146484375
3817897829,1248838420,2522,34.9345703125
659575,1281951260,10,45.591796875
4019442906,1277786178,1301,31.9375
3881699865,1257497922,1560,35.3193359375
857552105,1061173640,10,46.9609375
2873690558,1169236035,50,26.90625
2764584325,1163170271,2583,17.693359375
2064533330,1251982386,10,33.17578125
1548294593,1091960456,1180,42.7646484375
294460686,987640559,1280,16.1552734375
3792053459,1245666753,2403,47.0869140625
58415618,901354809,40,34.5595703125
3148097555,1193638019,1300,29.474609375
2958500703,1176504669,2583,19.9912109375
3898727678,1261423983,1301,27.8798828125
3750578260,1242030705,1560,12.6376953125
745713066,1038093462,2522,11.0849609375
3904942485,1262142082,2462,23.9384765625
1869938487,1107916517,2905,18.158203125
298764286,1017834576,50,6.7802734375
4061584933,1283571741,2582,14.71484375
4200882943,1316296429,60,30.4130859375
480813760,1015342718,2060,15.8017578125
4006539995,1275714849,1281,10.8818359375
4061632693,1283924550,2582,13.953125
3277809903,1203463775,1560,12.015625
3584248760,1225680989,1160,49.9111328125
3101166384,1191050727,1300,25.9716796875
4141675709,1299280720,50,11.18359375
1711729021,1100061387,2905,43.640625
3160907882,1194565044,1560,12.451171875
4213497115,1317597671,1560,32.666015625
4167210981,1305985282,2060,10.447265625
3690079011,1234762511,2582,16.521484375
1974588412,1117709419,2583,21.130859375
2450932895,1142514222,2403,54.50390625
1390140599,1078029563,1940,12.125
2321726371,1136181322,2462,46.4501953125
4052932319,1281710987,2585,32.3759765625
1082772366,1057891672,2583,39.2353515625
206671196,941658827,2522,10.7802734375
3743369981,1240109239,1281,33.1669921875
4205941356,1315465374,2060,29.9814453125
3829233385,1255866473,2705,21.5498046875
4010224432,1276026400,1302,17.509765625
258076004,969927344,2522,15.869140625
3804612855,1263593184,10,8.123046875
1706100268,1112558545,1140,25.548828125
2369418915,1138833880,1320,26.6650390625
20270384,865757618,10,23.7333984375
4006530380,1275683050,1281,44.818359375
3470095056,1215361463,1281,40.7490234375
1966973808,1116961494,2522,16.408203125
1404975,161107830,50,12.2099609375
3166494811,1195265315,1560,17.4375
4004556216,1275130778,2060,16.57421875
3639922907,1230829565,1160,43.796875
4197496385,1313217406,1560,23.947265625
3929899386,1265222768,2583,7.806640625
388570447,1002977210,2522,7.36328125
3801601876,1246663402,1560,18.556640625
3243611016,1200763719,2403,33.234375
48612918,1042085667,1140,19.6640625
740535887,1037827225,2705,26.228515625
115726594,871038672,1160,24.978515625
4089926621,1289804326,1300,37.2470703125
3564282399,1221531439,2403,40.158203125
3861170859,1254300599,1560,31.92578125
4171067398,1307235876,1320,24.1845703125
87887587,854951430,1180,23.9677734375
138760483,940546980,2522,11.54296875
3894911245,1260218433,1920,44.548828125
3893204613,1260375097,1300,11.2646484375
1305862926,1072523296,2522,23.19921875
150029691,905536150,1140,24.3984375
4228957222,1322130922,2585,39.498046875
4055998113,1282286897,1940,17.5693359375
278534634,1267011543,2705,21.0048828125
163604520,917947778,10,35.056640625
4063414625,1284125076,1920,30.181640625
304920285,996161794,2280,33.9921875
3898719219,1261389101,1301,32.6181640625
69685965,835544796,1140,20.919921875
3814504905,1248203411,50,12.109375
102935240,862578472,2280,31.1015625
3413972206,1211947537,2522,11.314453125
1140819284,1064688518,1320,8.76953125
3817888290,1248831833,2522,36.1845703125
4145253741,1304111110,1560,9.08984375
2679537643,1156971811,2583,9.525390625
282214211,1318152733,1281,29.41796875
3995366995,1273998235,1280,24.21875
209577290,1024719984,2583,20.46484375
1033769398,1053833183,1140,20.2900390625
819713432,1042992240,1302,14.8408203125
4037102029,1279228846,1920,31.416015625
155007007,910935792,1140,59.669921875
124564927,884189638,1300,49.5673828125
4235890320,1324047506,1302,19.72265625
3586192295,1224470782,2403,38.408203125
647859063,1033242972,2522,4.966796875
250606604,966041162,2280,32.0234375
3813571353,1247849627,2583,31.669921875
3906573357,1262285318,50,32.15625
47414091,326788248,1160,50.978515625
3812403784,1247670920,1920,35.099609375
119799297,874127065,2280,26.275390625
224686336,957623591,1140,28.9990234375
1097397126,1204534118,10,16.275390625
111414485,906608623,1140,6.1298828125
2332726077,1256957934,2705,25.568359375
25695850,305796044,40,31.693359375
4071503342,1285920106,1140,20.8115234375
3756662106,1241415719,1140,4.986328125
4179918096,1309172223,2585,9.6982421875
3881653997,1258794012,1320,19.0009765625
3682790552,1233904202,1300,26.9365234375
4221595649,1320695998,1320,20.876953125
4181945810,1309981210,1300,8.16015625
3850328534,1252627694,2583,50.3486328125
3726589041,1239147578,2705,39.1103515625
2702843179,1158880547,2280,39.880859375
4145254279,1304127469,1560,12.4228515625
4152027971,1308329375,1320,17.3154296875
4014156618,1276568844,2060,10.2861328125
3767948280,1242949642,2403,38.8974609375
3773713024,1243381069,2585,32.71875
4182435260,1310495272,1920,16.5986328125
211288387,948581076,1180,22.6962890625
75742902,846439030,2280,10.822265625
4172824264,1307778068,1300,12.435546875
1475372435,1083215475,1160,29.1064453125
412369020,1005661135,1160,40.7880859375
3470060579,1215521923,1280,36.00390625
4077177539,1287277026,2060,43.732421875
3630302171,1229952993,2403,31.1328125
3650501836,1231487526,2403,33.3701171875
874596268,1046314913,2462,24.1806640625
2966549041,1176998374,2403,16.806640625
2577248926,1150557787,2462,14.5234375
1121275526,1063498244,1280,19.7900390625
4240793821,1325228061,50,22.0439453125
3910479301,1262724686,1920,33.931640625
3906355427,1262259194,1920,28.6845703125
1374123356,1077540689,1160,56.51953125
87283083,874732723,40,28.576171875
4037084314,1278801303,1920,29.4462890625
3879365068,1257149370,1320,16.869140625
129941851,891926918,10,58.666015625
70116356,836040237,10,24.2939453125
3854887201,1253087696,1280,19.9541015625
3997500798,1274083994,1300,15.1298828125
200593894,1274459167,10,37.99609375
2664721570,1156075531,2522,24.6787109375
4232650868,1323080069,1560,10.908203125
3822891540,1249797266,2403,34.2421875
4219453777,1318548931,1560,11.1201171875
591829990,1029511572,2583,18.6220703125
4150996519,1301526152,1300,9.6923828125
3838168125,1251228600,1560,19.6220703125
611813719,1031513570,2403,37.89453125
4160808222,1304023059,1300,32.392578125
4004169185,1275402420,1920,47.8876953125
4171236560,1307382062,2522,14.97265625
4122228334,1294109280,1300,20.8212890625
4223024343,1321544177,2582,20.5322265625
3605971693,1268775864,2705,25.265625
48109592,1055369086,2280,44.873046875
3125251322,1192289382,2403,36.0693359375
4125456446,1295222300,2403,33.796875
4122139240,1294094640,1920,44.4111328125
218391982,954359988,1281,11.75
4014022395,1276530988,1281,39.67578125
3810824228,1247488298,1560,22.1796875
1871867515,1108215883,2462,20.8974609375
1809431665,1103084444,2280,35.65234375
4221194438,1320036988,1280,49.6083984375
2940640448,1174593295,2583,27.517578125
3848197703,1252219791,2583,22.3583984375
3028007398,1186357144,2582,5.8515625
145631870,899936690,2522,7.474609375
158925090,914507013,1302,16.9794921875
4006490972,1275507647,1281,18.1884765625
3962792310,1269833093,2585,30.810546875
570616154,1027221742,2280,35.458984375
3931854114,1265567593,2060,21.3681640625
102131383,862426787,1280,23.19140625
185541596,931195076,40,23.794921875
168243513,921293616,1140,14.4521484375
3992748825,1273539122,1920,35.275390625
3397443744,1211397558,2585,6.6494140625
3420709949,1212275131,1302,20.919921875
2735551953,1161241066,10,64.2294921875
4095099659,1290594517,50,25.7900390625
3886078657,1258639231,2403,25.3974609375
4151266783,1301618839,1560,30.666015625
62001305,852585784,2280,32.61328125
4210986928,1317243317,50,17.515625
1199964720,1069618973,1300,20.8642578125
4126136716,1295364888,10,50.365234375
2255457735,1133616882,2462,28.314453125
116492148,875018533,2403,28.5654296875
2660100425,1155782046,2583,13.3935546875
569598209,1026966723,2280,36.83984375
3885604672,1258521907,1300,8.4248046875
4171236843,1307393427,2522,40.2509765625
4010225704,1276073263,1302,18.9375
1830560280,1104318074,2583,16.23046875
1819878290,1103825318,2583,48.6787109375
4149004034,1304127180,1560,10.796875
3995665385,1273929315,2060,41.642578125
301827518,993839235,2705,50.30078125
384214725,1260059472,10,58.61328125
4235889799,1324038750,1302,30.337890625
1100198024,1061080069,2522,16.3955078125
1926714963,1113061669,2583,38.279296875
278527258,1074325222,2705,12.6083984375
1189061660,1068095203,2582,56.2236328125
4216148579,1318634613,1560,14.4169921875
2338941423,1137035016,1320,12.115234375
3212216308,1281488764,2705,25.779296875
2875392161,1169449843,2583,42.6455078125
3924750759,1264223315,1560,19.037109375
1584177083,1092499175,2585,7.3017578125
2769055995,1163938922,1160,28.2890625
4231832948,1323390099,1920,33.353515625
1330250633,1074147257,2403,30.58984375
204772482,940700135,2280,42.7958984375
3753536983,1241183228,2403,5.9228515625
4223047295,1321860874,2582,27.412109375
1434326676,1079789121,2705,12.8701171875
3789529050,1245172853,1280,21.1552734375
3793733839,1245667995,2582,44.603515625
3761142593,1241907452,10,31.33984375
297968605,990902755,2280,51.7548828125
4231805634,1323311694,1920,37.6279296875
1035045712,1053576136,1160,40.4677734375
1974799966,1117500049,1160,46.0537109375
4139517712,1299060701,1280,30.17578125
48509462,350665538,1140,20.138671875
853926661,1043864391,2522,6.26171875
3893204547,1260373510,1300,19.6318359375
85903536,1017884317,10,8.1708984375
4006517655,1275656984,1281,26.5732421875
3584177197,1223782292,1560,26.03125
70402624,848497696,40,49.8271484375
4231811245,1323080955,1920,30.888671875
4223020065,1321687112,2582,34.6171875
416625468,1007363209,2280,44.6083984375
280752331,978956230,10,29.7998046875
138463662,891740979,40,18.408203125
287570375,983549404,1140,39.2509765625
239008958,961939767,2522,6.93359375
3969471076,1281504756,1280,14.1572265625
569962542,1026988232,2280,39.02734375
3819982708,1249535431,2583,7.486328125
3101161502,1191035805,1300,15.8544921875
4200880999,1316255461,60,23.529296875
106588618,864742826,2280,39.677734375
2243292789,1133111980,2060,30.6494140625
3198678780,1196796217,2403,21.107421875
4235890322,1324047518,1302,18.4970703125
4221616012,1320909865,2582,4.990234375
1070458076,1318467161,1302,22.2890625
3819977621,1249533476,2583,13.77734375
4037131484,1279576891,1920,33.4423828125
3874338499,1256801035,2060,13.18359375
3887610817,1259190568,1920,47.466796875
3810740135,1255339888,1302,20.326171875
4093813086,1290525632,2462,49.712890625
500872423,1016657537,1320,48.16015625
60501332,745242291,40,10.53515625
3744228736,1241254014,2403,34.3212890625
4057770668,1282963975,1560,11.1318359375
4231758145,1323346840,1302,23.2685546875
4037098338,1279170303,1920,33.6611328125
4005357269,1275249252,2582,13.8203125
1303836097,1072735896,1160,49.212890625
3420709186,1212274675,1302,7.9345703125
3906639699,1262353989,2585,41.0
3440623075,1213100150,2462,21.7060546875
2090147801,1256713609,10,26.85546875
180596916,927947553,1281,26.765625
3591456943,1225737193,2403,36.07421875
