productid,imageid,prdtypecode,bb_x,bb_y,bb_w,bb_h,bb_ar,file_size_kb,mean_r,mean_g,mean_b,downscale,upscale,exclude,phash,phash_duplicate
2601268883,1152178525,1300,0,60,500,379,1.3192612137203166,34.78515625,177.959656,158.00584,141.772116,1,0,0,81e88a16f44cdfb5,0
2116206011,1127102067,1281,96,13,307,475,0.6463157894736842,37.552734375,189.808936,165.42694,169.829516,1,0,0,b8cea66793c49296,0
4141569034,1299248098,1920,18,26,464,446,1.0403587443946187,40.494140625,150.055824,131.37544,121.219876,1,0,0,fede856c800b9399,0
4195544505,1312645604,1280,12,52,475,409,1.1613691931540342,34.91796875,198.985092,187.590124,174.560968,1,0,0,eec291ae9019e61f,0
1892695888,1109660951,1940,93,111,313,280,1.1178571428571429,28.677734375,225.542012,217.342472,211.825916,0,1,0,ec699396c1693633,0
4234284519,1323867095,2060,0,0,500,500,1.0,43.1669921875,56.959132,55.795656,63.452748,1,0,0,a92fb2a50ff036d0,0
4005882555,1275408779,2582,5,163,485,194,2.5,13.8349609375,250.615636,247.413024,241.571872,0,1,0,b344ccb33c44f39c,1
2138420076,1128194024,1320,173,76,168,354,0.4745762711864407,18.71875,229.275744,229.493044,233.731904,0,1,0,e6b3989998653366,0
4085984894,1289168280,1280,0,172,500,328,1.524390243902439,36.19921875,212.448588,206.74414,151.627868,1,0,0,ea99d83627e68649,0
3661580882,1232857299,1281,0,121,500,258,1.937984496124031,37.49609375,204.016856,189.650048,184.522368,0,1,0,adb3d34c28f40793,0
201986753,939250559,1300,0,60,500,379,1.3192612137203166,15.365234375,153.99332,147.628228,145.670108,1,0,0,b449cbb4b4cbe894,0
3908524753,1262610834,1300,241,250,66,231,0.2857142857142857,17.8759765625,200.338992,200.049464,201.707664,0,1,1,bce2c3d2c32d8725,1
833736648,1042009852,2280,59,0,381,500,0.762,32.4208984375,195.020816,193.0333,176.804688,1,0,0,b9c4ceb1b12ee419,0
226117092,962338866,10,88,10,324,479,0.6764091858037579,13.5009765625,247.63594,247.95554,246.064224,1,0,0,b3308bce6c2339cb,0
4057543952,1282540486,1300,23,63,197,104,1.8942307692307687,12.2783203125,241.746152,241.662016,241.686308,0,1,0,e929c2c696f43939,0
416652248,1007391568,2280,98,44,304,412,0.7378640776699029,24.3408203125,212.35,209.419148,184.836456,1,0,0,acb2616d9ec99a89,0
62744137,823492824,40,187,165,126,174,0.7241379310344828,9.625,246.585832,245.874032,246.5228,0,1,0,e699996666c98699,0
4236042558,1324131232,1302,0,334,500,166,3.0120481927710845,39.5400390625,135.556152,135.000568,133.806932,0,1,0,acaf058af912f1ac,0
268089820,973175708,2583,132,136,239,230,1.0391304347826087,11.091796875,237.074372,236.153288,236.700696,0,1,0,e5c69b3964c63564,1
3682718744,1233912892,2403,0,60,500,379,1.3192612137203166,47.994140625,159.040024,144.283428,143.826172,1,0,0,d51faac0a033abea,0
1991851072,1119058365,2705,161,110,171,178,0.9606741573033708,8.5966796875,246.307464,248.075208,250.05976,0,1,0,b366ce9998262367,0
4063211506,1283986309,1280,0,15,462,485,0.9525773195876288,40.201171875,182.037684,205.869016,209.834868,1,0,0,baf2f5c1c28c9b18,0
133266025,920239864,2280,146,98,207,304,0.680921052631579,16.8388671875,213.65986,213.412152,208.961132,0,1,0,e4c99b32cec63949,0
3910524568,1262893116,1920,0,27,500,445,1.1235955056179776,45.4775390625,148.608196,137.918696,150.473756,1,0,0,dcdca3239523a35c,1
50223208,444301830,2280,98,48,304,403,0.7543424317617866,40.7138671875,185.755964,173.335556,168.06962,1,0,0,ac92926dc738cbc9,0
3287299912,1204256871,1280,0,117,500,266,1.8796992481203008,45.19921875,184.659492,172.359672,174.458784,0,1,0,956cea91076f70d4,0
170428879,922062365,2403,38,0,424,500,0.848,29.1533203125,187.890944,168.956152,131.814144,1,0,0,af35626c1a1d1bf0,0
3854906862,1253118066,2220,20,72,458,328,1.396341463414634,27.6953125,237.074748,225.174372,211.218852,1,0,0,bbf0c447d91878b1,0
4231696806,1323319499,1302,0,0,500,500,1.0,48.904296875,125.652584,152.35258,101.540184,1,0,0,c94b1b89cad3a0be,0
570734423,1027371974,2280,108,48,284,404,0.7029702970297029,35.037109375,220.100472,217.369872,214.071736,0,1,0,b08bc932cf98c6cd,0
2805735805,1165616005,2583,0,100,500,285,1.7543859649122806,10.421875,231.4487,238.067044,243.775436,0,1,0,e6a6d95933d2682c,0
150373609,905768077,1140,103,0,293,500,0.586,19.1171875,193.691804,181.960128,171.453744,0,1,0,b0cf3dc64e30c3cc,0
207151477,941622156,2583,93,144,314,213,1.4741784037558685,14.3603515625,222.198384,221.244108,222.553044,0,1,0,b889c6626d9f92c9,1
4244021259,1326151938,2462,182,155,119,219,0.54337899543379,8.62890625,244.927624,244.748704,245.0316,0,1,0,b3cccc3333cc3299,0
3171082987,1195811726,2522,0,81,500,337,1.483679525222552,22.734375,163.753956,141.71204,134.753656,1,0,0,d5e0ba1fa2d0c1d5,0
811868587,1040431029,1160,107,0,285,500,0.57,34.51953125,172.150924,174.71194,169.76934,0,1,0,bccd389239e56469,0
3905724046,1262172218,1300,158,220,101,109,0.926605504587156,9.5224609375,252.70176,252.778688,252.730712,0,1,0,adcdd0163fe0640f,0
1701261069,1103855877,2705,149,98,202,304,0.6644736842105263,12.529296875,211.379732,216.32644,228.395152,0,1,0,e4339bccce33648c,0
3120284886,1192013388,2583,22,63,458,338,1.3550295857988166,31.28515625,201.66512,212.613396,221.124456,1,0,0,ba69c49687d8168f,1
3672724674,1233005258,2462,0,67,500,366,1.366120218579235,33.44140625,179.277844,179.828704,177.965528,1,0,0,fbb5c44a8c1c3ee0,0
3070294909,1188672876,2403,63,0,373,500,0.746,38.5302734375,142.884668,147.371932,151.46416,1,0,0,eeb6999933938618,0
3785187774,1244540875,2583,0,60,500,379,1.3192612137203166,41.482421875,111.667276,119.486472,119.939756,1,0,0,c984ed7bb681e226,0
4155348863,1302929300,2583,256,75,181,152,1.1907894736842106,26.560546875,158.210088,190.400244,236.752716,0,1,0,fab9d41685c82fc1,1
2725731987,1160747791,1281,132,134,236,235,1.004255319148936,10.666015625,241.360672,239.668052,239.974724,0,1,0,e69a9965669a30cd,0
1998122093,1119407698,2583,66,0,369,500,0.738,17.2646484375,223.563664,222.542848,223.475012,1,0,0,e9c2b66d4996926c,1
2774233869,1209717858,2583,128,4,262,494,0.5303643724696356,13.6328125,225.999448,224.562284,223.340792,0,1,0,e6e6929999999331,1
1893032455,1109688322,50,151,9,195,469,0.4157782515991471,11.9482421875,246.103424,243.757128,246.029208,0,1,0,e619cd3299399399,0
3992732257,1273457450,1920,21,36,450,429,1.048951048951049,41.69921875,195.216508,197.092944,187.4443,1,0,0,abe0949ec53df109,0
1998122092,1119407696,2583,66,0,369,500,0.738,17.2646484375,223.563664,222.542848,223.475012,1,0,0,e9c2b66d4996926c,1
3342757924,1207595928,2522,126,23,260,464,0.5603448275862069,39.9296875,211.96308,207.01702,203.464732,0,1,0,e1c6ce91996c9267,0
4035894577,1278558240,2582,0,0,500,500,1.0,47.1005859375,109.185468,106.857348,97.280116,1,0,0,af9ee47e82603532,0
2843197751,1167670798,1940,17,124,470,249,1.8875502008032128,20.794921875,234.632896,219.151032,203.882916,0,1,0,ee94914b6eb417c1,0
4044243996,1280276592,2060,0,0,500,500,1.0,19.4169921875,198.62034,188.842636,180.391144,1,0,0,91e63c91679cc738,0
3387488725,1260431502,1140,9,66,280,369,0.7588075880758808,33.87890625,202.853328,195.587652,189.007704,0,1,0,bb59c4a2c54d714b,0
3962605870,1269778586,2582,0,0,500,500,1.0,33.8349609375,82.840636,89.793496,84.413692,1,0,0,a0a1a380d65bde5f,0
4197515571,1313377592,1560,171,20,180,453,0.3973509933774834,15.876953125,242.145484,240.59092,238.84002,0,1,0,e666cccc99339919,0
4122558119,1294202583,1300,239,126,228,220,1.0363636363636364,19.0546875,241.645524,241.397592,239.963956,0,1,0,afcc94f2690dd226,0
2628062962,1154828180,1281,29,0,441,500,0.882,33.2373046875,183.655512,200.046136,190.013152,1,0,0,eca7904c9b33c3c9,0
3993163774,1273140467,1560,29,136,447,235,1.902127659574468,14.158203125,238.919484,239.025476,239.23488,0,1,0,ae9ac0653b9ae471,1
3148096845,1193635105,1300,8,113,459,305,1.5049180327868852,13.8330078125,251.514856,193.62162,194.408884,1,0,0,b891c76ec62d3cb0,0
3067034295,1188521680,2585,4,112,491,295,1.664406779661017,11.6923828125,245.730452,243.963168,244.512552,0,1,0,ec9493c3642cba9e,1
3817901698,1248844838,2522,17,42,460,414,1.1111111111111112,35.9326171875,188.939096,192.403536,190.737324,1,0,0,efe1c01e9cc097d8,1
3748167098,1240697788,2060,74,260,149,224,0.6651785714285714,30.296875,211.509536,201.197776,183.695828,0,1,0,ac5cd26c84d3d3d8,0
3233441990,1200705586,1160,60,0,379,500,0.758,27.9912109375,182.971816,162.545564,173.132472,1,0,0,bbc9c4b239cc6661,0
784010989,1039027241,10,0,60,500,379,1.3192612137203166,44.5908203125,179.524152,163.855388,93.470256,1,0,0,aab1d16ace06db49,0
436068122,1008134369,2280,148,113,203,273,0.7435897435897436,13.8359375,239.57238,239.296688,233.533324,0,1,0,b133cecece983033,0
4054381134,1282043423,1320,91,68,297,359,0.8272980501392758,16.572265625,231.700712,239.4021,235.004832,0,1,0,ed929669c9e67308,0
49775204,834825152,2280,71,0,356,500,0.712,38.1162109375,213.624088,210.607844,193.949608,1,0,0,bec1853ec92c9e98,0
3363697615,1208809802,1560,125,28,253,445,0.5685393258426966,9.9013671875,238.618916,238.56744,238.491112,0,1,0,b663cc38c3cc91b3,0
2064392074,1123883734,2905,108,52,284,396,0.7171717171717171,18.7939453125,156.433556,162.895064,153.740632,0,1,0,b998c66687999366,0
4006502124,1275627315,1281,0,0,500,500,1.0,30.4775390625,199.50474,169.276116,146.474824,1,0,0,a70f9b198b24cf64,0
3762645169,1242128607,1280,41,108,425,276,1.539855072463768,35.5986328125,201.721204,200.635376,192.991608,0,1,0,bf33c0cb4f2c3432,0
971859361,1050936619,1940,136,5,208,482,0.4315352697095436,22.84765625,234.029152,233.494096,218.47892,0,1,0,b23098dc66c799ce,0
606116282,1031005071,2583,52,56,406,444,0.9144144144144144,24.2109375,233.281012,239.650172,242.470176,1,0,0,ef9094d89867e169,0
569967129,1027105195,2280,99,48,302,404,0.7475247524752475,38.8505859375,221.5744,223.309984,224.013636,1,0,0,e992966196cf961a,0
3189307870,1196481468,2403,0,60,500,379,1.3192612137203166,36.0107421875,164.001112,146.7951,141.50226,1,0,0,a9e49abee101fc1c,0
4159374254,1303704410,2522,105,48,286,420,0.680952380952381,17.9150390625,236.126952,228.86114,219.25016,0,1,0,b032cfcb343c9333,0
435408603,1318198231,1280,49,17,451,483,0.9337474120082816,20.845703125,205.803736,205.64808,208.8573,1,0,0,e94b92669595e49c,0
4052948306,1281738521,2582,40,25,414,450,0.92,53.849609375,130.277672,178.236196,213.553852,1,0,0,ea95d032c173c76a,0
78541622,848386358,50,112,28,277,439,0.6309794988610479,12.64453125,235.766612,236.539856,236.529352,0,1,0,e49b9bce9332c630,0
4231830798,1323378334,1920,11,22,483,452,1.0685840707964602,35.177734375,206.522808,189.622844,181.171224,1,0,0,fe91813ed9858479,0
4095103833,1290599564,1320,2,107,496,321,1.5451713395638629,28.833984375,235.680572,218.336512,204.396216,1,0,0,bbe1c41c597e6990,0
4199252342,1313518266,40,0,0,500,173,2.8901734104046244,26.83203125,165.983356,165.742868,162.679492,0,1,0,a70a2e38d2e6d2d6,1
4200869695,1316105588,60,5,141,486,229,2.1222707423580784,21.8779296875,180.496228,176.177512,176.194648,0,1,0,ee83b13846cb3b31,0
4079553381,1287941932,1320,37,29,426,443,0.9616252821670428,15.916015625,235.60646,234.051524,232.248868,1,0,0,eab5524bb54ab470,0
73816897,845134977,1160,74,0,350,500,0.7,35.173828125,222.859012,215.8004,182.455172,1,0,0,ac6cc393b266cb98,0
273090159,1218725358,10,84,0,331,500,0.662,17.8671875,181.51294,188.060816,178.588344,1,0,0,bd946cc3d2c894d3,0
4006502142,1275627529,1281,0,0,284,500,0.568,23.251953125,118.03266,116.481864,119.189276,0,1,0,b3a41d3992c3a59e,0
3452068592,1213696180,2280,127,93,244,313,0.7795527156549521,17.6474609375,213.90368,204.575004,200.534412,0,1,0,b092cf6d9e923c19,0
48845202,1283448183,10,79,0,341,241,1.4149377593360997,40.2314453125,214.9889,213.713712,213.712976,0,1,0,bff03890689cc733,0
1477447461,1083188210,2705,154,99,191,302,0.6324503311258278,18.5869140625,217.858984,216.00692,203.149932,0,1,0,b0cdcf8ecb3130cc,0
2100700419,1127123475,1320,108,178,287,148,1.9391891891891893,5.3154296875,247.943372,248.765476,250.602876,0,1,0,b9c7c63831c79c38,0
262168365,971433057,2522,4,29,490,440,1.1136363636363635,30.3466796875,233.275844,194.822492,112.558,1,0,0,ae2ea4d4d0d8ca9b,0
4232369523,1322969684,1300,0,0,500,500,1.0,29.2109375,53.706816,58.942664,66.73554,1,0,0,875a3835e5c68e99,0
2940640435,1174593192,2583,15,46,470,169,2.7810650887573964,21.43359375,230.343224,230.186104,228.974912,0,1,0,b0c3c73cc92c3ccb,1
3898715221,1261361641,1301,0,0,500,500,1.0,24.8271484375,215.622096,203.331984,204.352112,1,0,0,ae0724367379e6d0,0
4066228642,1284970497,1280,0,52,452,448,1.0089285714285714,41.60546875,218.691292,186.753184,195.538116,1,0,0,abf1c0c23c1ecbe4,0
4173008681,1307880257,1302,0,0,500,500,1.0,48.15234375,174.153032,153.556352,136.208512,1,0,0,bad147e0c62f199a,0
440707548,1009323695,2280,98,53,304,393,0.7735368956743003,20.2587890625,196.397268,166.13154,155.297588,1,0,0,e8c997329636c6c9,0
3881227431,1257461606,2060,0,0,500,500,1.0,26.435546875,157.340512,128.399584,94.023396,1,0,0,d49e2a952b8d31ad,1
2109911988,1127077502,2280,81,0,337,500,0.674,39.6806640625,144.381012,142.627384,133.241124,1,0,0,ba3661cdccc2d391,0
1488770483,1084206194,1280,60,0,379,500,0.758,31.0634765625,166.875372,158.276828,136.303108,1,0,0,be936b4c25967360,0
3065095740,1188462918,2583,0,60,500,379,1.3192612137203166,53.3056640625,160.955964,163.819016,131.983456,1,0,0,e565c3979e181ec2,1
2532148278,1147451658,2060,67,56,394,360,1.0944444444444446,13.1591796875,244.616932,243.575524,241.762768,1,0,0,bec0c03fcf90618f,0
199414764,953814783,2403,0,60,500,379,1.3192612137203166,42.5,146.971256,133.633276,124.798228,1,0,0,945aedbcfaa192c0,0
184044138,930135009,2403,0,60,500,379,1.3192612137203166,38.572265625,179.70036,114.042704,96.617996,1,0,0,c347b0009fbf9f90,0
3992540281,1273238097,1920,45,58,419,392,1.0688775510204085,24.5537109375,248.224484,240.129916,204.41946,1,0,0,ee8f9390c06e916e,0
594964173,1029780815,1320,181,15,138,466,0.296137339055794,12.96484375,244.404768,235.63518,238.65228,0,1,0,e6cc8e9999999926,0
2958730081,1176510116,1302,60,60,380,380,1.0,36.578125,187.711072,207.2425,217.52006,1,0,0,ea8b946e95301f9c,0
4234274976,1323777918,2060,0,0,500,500,1.0,36.083984375,99.737688,98.965176,104.210532,1,0,0,a40bf978ae708f64,0
3716301904,1237269440,1300,19,172,467,302,1.5463576158940395,20.5673828125,238.125092,230.103696,226.546612,1,0,0,b3cc9162d835c6cb,0
5279211,919286780,40,72,0,356,500,0.712,45.5947265625,121.440596,112.299396,112.561672,1,0,0,ee6337ce2c602c9a,0
3615068613,1229275805,2280,0,57,500,384,1.3020833333333333,32.7978515625,184.775764,127.643068,115.396976,1,0,0,d8dba6248986bb99,0
4181962028,1310078719,1300,27,21,464,235,1.974468085106383,28.4453125,193.242868,192.841616,192.724548,0,1,0,ab19f498c7a60bcc,0
2033720402,1123926951,2220,6,26,489,470,1.0404255319148936,30.2685546875,183.383916,188.314016,192.681624,1,0,0,ee1b90c4f1781e4b,0
3992495645,1273044648,1920,31,48,438,404,1.0841584158415842,37.3203125,191.741548,187.462524,183.184428,1,0,0,ea92963d8569c16e,0
4182133454,1311075911,1560,0,0,500,500,1.0,20.0068359375,227.132112,227.324036,230.147192,1,0,0,8fd37809f7f80087,0
2062701883,1123815209,2705,158,98,184,304,0.6052631578947368,18.5673828125,234.276312,237.044404,237.296836,0,1,0,b18ece619a3331ce,0
1892621802,1321236310,1920,0,26,500,474,1.0548523206751057,25.029296875,195.767308,209.088804,207.540736,1,0,0,fdc0ae6a829ab4d4,0
3898707802,1261173276,2583,3,155,489,193,2.533678756476684,26.3974609375,219.087956,218.919508,217.760572,0,1,0,aac2d53d2ac2b52d,0
70866628,863362211,2280,160,126,180,247,0.728744939271255,18.6806640625,240.73554,233.761296,230.9188,0,1,0,b131cf8ecc6d3131,0
4045073553,1280489931,1280,6,21,484,419,1.1551312649164678,36.515625,203.123956,186.93726,167.531304,1,0,0,eaeb841cb901ddb4,0
89090802,856102085,2280,61,0,378,500,0.756,36.9287109375,161.494836,148.942156,140.57242,1,0,0,fac7851c9369962a,0
4014077269,1277048915,2280,60,0,379,500,0.758,56.8154296875,183.908184,145.844752,134.0223,1,0,0,afc179b45b522c49,0
1878103725,1108739572,2905,178,151,144,198,0.7272727272727273,12.994140625,242.744624,243.039368,243.198356,0,1,0,e6cc997366993164,0
284484163,981406661,2583,5,23,495,466,1.0622317596566524,22.646484375,117.990116,121.124944,122.952156,1,0,0,ba1799f6c548c668,0
2578791989,1151635040,1280,0,80,478,362,1.3204419889502763,20.43359375,191.95622,191.475248,190.507676,1,0,0,bb6ec091963c0f5a,0
4231688787,1323271779,1302,16,126,458,246,1.8617886178861789,16.943359375,177.718312,179.21662,183.197288,0,1,0,ab2d94522abd2b69,0
294483731,987654181,1140,35,0,430,500,0.86,31.07421875,163.313332,159.9355,161.342472,1,0,0,fa1e3936702561a7,0
2562241207,1190246835,2582,115,88,231,325,0.7107692307692308,8.8095703125,244.538716,243.84412,243.511828,0,1,0,b138cec766f09833,0
3707735214,1254614690,2583,188,170,133,117,1.1367521367521367,10.572265625,245.925744,249.72244,250.997584,0,1,0,e693996c6693994c,0
4152915079,1309650518,1320,350,116,131,125,1.048,15.2802734375,246.275068,238.329584,232.606184,0,1,0,e7d884b1d963178c,0
3727749092,1238325506,2403,184,163,132,174,0.7586206896551724,9.0537109375,243.43716,242.752344,241.783036,0,1,0,b366cc9933663199,1
1266427,1024521,10,148,173,204,154,1.324675324675325,13.294921875,244.324452,238.82872,239.51746,0,1,0,e46d9b92646993c6,0
3782771620,1244326373,2583,0,121,500,317,1.5772870662460567,31.248046875,185.737188,191.42858,199.73818,1,0,0,ea9e95e01209ee3b,1
2916187859,1172117660,2462,190,204,120,93,1.2903225806451613,4.31640625,250.58782,250.58782,250.58782,0,1,0,b326cc993366cc99,1
478480565,1015182251,2403,67,0,367,500,0.734,21.2412109375,164.800768,149.561648,146.383332,1,0,0,eb639c9c9e9c9098,0
2940640747,1174594553,2583,129,126,217,250,0.868,9.337890625,231.99604,231.955316,232.26038,0,1,0,b099cf6631b83399,0
4231860945,1323566054,1920,35,42,429,422,1.0165876777251184,32.9677734375,150.18572,132.74346,112.996132,1,0,0,fa8b9570957294b4,0
3396526513,1211351615,2060,28,30,440,446,0.9865470852017936,22.701171875,241.6762,241.709704,244.819676,1,0,0,bfc4f04ac239833d,0
569834943,1027191972,2280,98,57,304,385,0.7896103896103897,35.8427734375,206.692756,192.37542,190.035116,1,0,0,ed69c696939b9884,0
3568764007,1222137742,2403,42,0,415,500,0.83,44.2216796875,162.827216,149.96426,141.547924,1,0,0,abc66b9e910a946b,0
3873706165,1256616167,2060,0,0,500,444,1.1261261261261262,34.9638671875,189.129876,170.642388,114.999144,1,0,0,b5150a7a7afa81c5,0
3843238131,1252286154,1320,0,0,500,500,1.0,40.095703125,109.056532,141.453964,190.848136,1,0,0,ffa01d19c8878e56,0
388578672,1002978249,2522,124,155,252,188,1.3404255319148937,7.2587890625,251.634488,251.758952,251.580528,0,1,0,e5689a92316967e6,1
1173353210,1066930160,2583,74,13,353,473,0.7463002114164905,25.6796875,184.8834,185.074384,185.97128,1,0,0,bc3698c5c3c3c369,1
4172986952,1307793010,1920,0,0,500,500,1.0,60.83984375,111.618548,99.815872,115.95146,1,0,0,8256f8f4bca29e46,0
2861476907,1168981717,1160,0,0,500,500,1.0,46.708984375,192.696044,110.26398,45.57718,1,0,0,b0fc4fcd3cc22398,0
3177051422,1195807821,2583,24,10,379,463,0.8185745140388769,43.412109375,204.39436,197.789888,210.013572,1,0,0,bf2de454c0528bc7,0
1859565371,1106006060,10,81,0,338,500,0.676,50.697265625,236.563292,150.692748,134.64524,1,0,0,bed078e4649e1b1c,0
3473988178,1215806252,1320,84,123,329,237,1.3881856540084387,14.1474609375,216.26954,218.563044,222.989348,0,1,0,bc2cc3d33c983366,0
4044748188,1280433048,1280,0,0,500,500,1.0,49.5908203125,140.855532,156.436448,96.312364,1,0,0,94d10bce65e379c1,1
1698262549,1099007564,2403,107,0,285,500,0.57,19.435546875,180.539212,174.122876,164.125124,0,1,0,ec9233c66c25cd39,0
4179733135,1309702590,2585,257,28,183,455,0.4021978021978022,19.3681640625,239.753028,233.263912,223.602284,0,1,0,f9d3862c86d58687,0
284484158,981406026,2583,55,8,398,486,0.8189300411522634,20.794921875,199.226888,207.886524,237.394592,1,0,0,b7c8c825c7383ec3,1
2501106654,1145659570,2403,0,0,500,500,1.0,30.7783203125,144.379964,118.027976,91.094724,1,0,0,95787c031f2b782d,0
3689442554,1234719894,2403,60,0,379,500,0.758,25.6181640625,170.225176,169.035812,169.472904,1,0,0,eb7a988d9e616431,0
3819982823,1249535600,2583,140,158,221,162,1.3641975308641976,6.0625,236.070896,236.633056,237.232328,0,1,0,b133cecc3132c66d,1
3898729886,1261430659,1301,0,0,500,500,1.0,19.2431640625,234.796828,223.755772,210.051924,1,0,0,eab2954c3831c7a7,0
4129497346,1296067656,1302,25,13,475,487,0.9753593429158112,28.6630859375,195.192532,192.421208,189.934456,1,0,0,bce0971eee48c585,0
3625788855,1229571966,2582,206,220,89,59,1.5084745762711864,3.67578125,252.356268,253.885232,254.361356,0,1,1,e68c993366cc9933,1
1133869089,1064080511,2583,56,108,381,280,1.3607142857142858,16.2998046875,222.340512,236.15106,242.783948,0,1,0,bf30c02b4fc5343e,0
262168982,971432776,2522,250,200,250,102,2.450980392156863,8.1513671875,249.110356,246.85144,243.28672,0,1,0,ecb5914a6eb5a14a,0
4150987219,1301489336,1300,123,107,280,309,0.906148867313916,12.830078125,208.931972,209.061644,210.569536,0,1,0,e4cb9231cfcc6133,0
4006491619,1275523048,1281,97,338,361,155,2.329032258064516,23.4775390625,234.203956,226.665984,218.344088,0,1,0,e98de4cae5ca9432,1
131684645,885906564,10,69,0,362,500,0.724,42.25390625,170.155492,168.231,159.009416,1,0,0,abd43c9a630d62f1,0
3952120762,1203211998,2060,176,135,138,247,0.5587044534412956,7.6279296875,252.957512,251.091776,250.264572,0,1,0,b2cdcd26cc3326cc,0
4294356,141661930,2280,69,72,361,356,1.0140449438202248,39.5625,151.068208,162.3331,167.645596,1,0,0,be92c56dd096c169,0
53774592,884112356,40,116,86,314,328,0.9573170731707316,37.1767578125,211.807648,212.692412,210.991272,1,0,0,fa69c594974e6831,0
1413090052,1198642574,2705,157,98,186,304,0.6118421052631579,12.4599609375,215.159316,212.926168,211.08098,0,1,0,a4ce9b31cec63199,0
3911416769,1262821819,2403,0,125,500,251,1.99203187250996,31.18359375,196.788016,195.139932,196.84548,0,1,0,b6aac95522fa7c06,0
304626705,996005723,2403,0,60,500,379,1.3192612137203166,39.34375,177.207184,109.72124,97.30862,1,0,0,824ae5a1f1f4ced4,0
4004161010,1275394858,1920,57,75,401,383,1.0469973890339426,26.0234375,236.866672,230.265608,232.938676,1,0,0,fa94956b815ae05b,0
4057771391,1282979316,1560,0,76,500,372,1.3440860215053765,19.5595703125,227.610852,226.212636,226.385028,1,0,0,aa61959edb796085,0
4223040317,1321792152,2582,28,26,408,451,0.9046563192904656,24.7158203125,154.477268,155.47304,153.6557,1,0,0,ea9e95f885609665,0
4020512891,1277178117,1560,0,60,500,379,1.3192612137203166,26.8876953125,142.27688,112.824068,104.1852,1,0,0,efc89c15b262e748,0
92094371,857981349,1140,123,60,254,379,0.6701846965699209,18.943359375,209.170224,173.60482,171.028052,0,1,0,ac8ed369ce929349,0
3938620614,1266512797,1560,28,164,438,174,2.5172413793103448,12.5478515625,248.58066,248.43116,249.036192,0,1,0,bb1d94c06a1fb1f0,1
388576495,1002984946,2522,124,125,252,251,1.00398406374502,10.271484375,247.728016,243.839604,234.554044,0,1,0,b299cc66319ae6c9,1
3887625703,1259300362,1920,0,0,500,500,1.0,51.935546875,191.947628,195.937964,199.34206,1,0,0,ea8687d5852a9575,0
4088823487,1289522310,2403,104,0,292,500,0.584,23.0439453125,186.11464,174.770096,170.512456,0,1,0,b4d99c3b9e309338,0
4006539951,1275714132,1281,9,19,448,449,0.9977728285077953,25.6767578125,204.052768,210.625056,204.364692,1,0,0,e96394a4c2dbda64,0
3992558395,1273096946,1920,8,84,485,330,1.4696969696969695,41.51953125,159.333116,178.420508,178.815224,1,0,0,af80907bef863a91,0
2703667267,1158796553,1302,42,93,416,313,1.329073482428115,29.8154296875,194.040164,190.27258,173.002796,1,0,0,be2cd1d385281bcb,0
3802843438,1246911554,2060,141,126,218,230,0.9478260869565216,6.6904296875,240.26076,233.36078,229.480276,0,1,0,b0ccce3338cc6736,0
207257909,941678546,2583,210,168,79,161,0.4906832298136646,4.3798828125,250.352628,251.48952,252.789076,0,1,0,b366ccc9333266cc,1
294348586,989168464,1280,0,138,500,223,2.242152466367713,20.1005859375,195.47012,204.947076,196.16878,0,1,0,bec2c13c2fc290bd,0
4214354238,1319412146,2583,18,31,452,451,1.0022172949002215,20.470703125,209.308116,209.709168,210.455216,1,0,0,ab99d442c44fc33d,1
4164612074,1305027515,2522,105,48,286,421,0.6793349168646081,17.6162109375,223.509148,223.33334,215.3028,0,1,0,b0cfcb30c6399a66,0
2324539973,1136235735,2403,0,60,500,379,1.3192612137203166,29.1708984375,174.871404,183.39636,184.365296,1,0,0,ed85d232a46dbc91,0
4122562423,1294221067,1300,1,87,498,326,1.5276073619631902,13.259765625,199.966388,199.966388,199.966388,1,0,0,a391cc6e97c17994,1
4153118571,1301739796,2060,43,40,404,416,0.971153846153846,28.478515625,224.631364,172.261908,171.974712,1,0,0,ee96906cd8439bc9,0
212375869,949396445,1301,81,119,367,276,1.329710144927536,16.171875,234.126424,230.785104,220.341256,0,1,0,b819c787386ce399,0
2061398796,1123706164,2705,158,98,184,304,0.6052631578947368,12.900390625,213.95504,205.796128,205.249492,0,1,0,e4649b9bcc363389,0
3976961208,1271565848,1300,0,0,500,500,1.0,37.7578125,52.638868,90.4022,152.06212,1,0,0,9284079d797ad875,0
4188974084,1311904490,2060,139,21,224,451,0.4966740576496674,26.1650390625,234.96696,233.501456,233.345148,0,1,0,b19c9c33cc65ce19,0
2090803192,1125236534,1302,36,175,427,156,2.7371794871794872,14.2568359375,245.774672,241.929612,240.122456,0,1,0,bff4c04b3f3490c1,0
1035122588,1053587014,1160,77,0,346,500,0.692,50.0966796875,188.281016,173.632716,167.203464,1,0,0,eb32346d69966c92,0
7134218,258057500,1160,148,105,204,289,0.7058823529411765,19.146484375,220.175708,231.273724,234.48354,0,1,0,b131cecec631317c,0
1154697603,1225887104,2583,123,123,254,251,1.0119521912350598,18.1787109375,215.673092,223.95236,235.098072,0,1,0,e4399bc699796431,1
4061595438,1283638311,2582,0,0,500,500,1.0,42.9755859375,89.173872,78.604024,68.098208,1,0,0,983eb770643536c6,0
